classifier,attack,label,cpop,fs,lid,maha,kd
resnet20,FGSM,1,-0.00988469272851944,1.99251389503479,6.077754497528076,4.539336681365967,0.3827247619628906
resnet20,FGSM,0,-0.1289142370223999,1.0359692573547363,4.0040507316589355,7.438683986663818,0.5711531639099121
resnet20,FGSM,1,-0.011446639895439148,1.347048044204712,8.928634643554688,7.804076194763184,0.4438481330871582
resnet20,FGSM,0,-0.16184476017951965,1.999584436416626,4.764243125915527,5.931844711303711,0.5041499137878418
resnet20,FGSM,1,-0.009532630443572998,1.550503134727478,7.177161693572998,3.5144360065460205,0.2881021499633789
resnet20,FGSM,0,-0.2003810852766037,0.09617184102535248,7.551211833953857,5.163112163543701,0.42876243591308594
resnet20,FGSM,1,-0.011566758155822754,1.9687697887420654,7.9692606925964355,4.948549747467041,0.3098607063293457
resnet20,FGSM,0,-0.055858634412288666,1.9941482543945312,4.005979537963867,6.800421237945557,0.6527128219604492
resnet20,FGSM,1,-0.008312135934829712,1.9157824516296387,5.614187240600586,6.743212699890137,0.4155921936035156
resnet20,FGSM,0,-0.1464809626340866,1.9332683086395264,6.391374588012695,5.31077241897583,0.388002872467041
resnet20,FGSM,1,-0.00908496230840683,1.844622254371643,6.631227016448975,6.199862480163574,0.3411855697631836
resnet20,FGSM,0,-0.27589333057403564,0.001974988030269742,4.319090366363525,7.201653003692627,0.47037172317504883
resnet20,FGSM,1,-0.014197789132595062,1.5210298299789429,5.674964427947998,7.506771087646484,0.4308004379272461
resnet20,FGSM,0,-0.18919183313846588,1.9323395490646362,8.71108341217041,6.719696521759033,0.34235191345214844
resnet20,FGSM,1,-0.012183994054794312,1.1299000978469849,13.547281265258789,6.9691925048828125,0.3297462463378906
resnet20,FGSM,0,-0.10099570453166962,1.991949200630188,6.095162391662598,5.99444055557251,0.4415459632873535
resnet20,FGSM,1,-0.009221464395523071,0.7144496440887451,5.828777313232422,8.364649772644043,0.46402835845947266
resnet20,FGSM,0,-0.0775001123547554,0.48254671692848206,8.520683288574219,5.312448024749756,0.30570554733276367
resnet20,FGSM,1,-0.010064460337162018,0.3608957529067993,5.814145565032959,5.468437671661377,0.37836408615112305
resnet20,FGSM,0,-0.1869794875383377,1.6314139366149902,6.542442798614502,4.360621929168701,0.4234776496887207
resnet20,FGSM,1,-0.009438946843147278,1.958761215209961,5.431850910186768,4.33737325668335,0.32924318313598633
resnet20,FGSM,0,-0.19110560417175293,0.6731097102165222,3.2914481163024902,8.21704387664795,0.667569637298584
resnet20,FGSM,1,-0.01150888204574585,1.3582942485809326,9.128334999084473,4.563666820526123,0.3089766502380371
resnet20,FGSM,0,-0.23751769959926605,1.9944429397583008,5.406670570373535,7.6428632736206055,0.6465373039245605
resnet20,FGSM,1,-0.009481891989707947,1.829606294631958,11.010436058044434,8.755165100097656,0.47498559951782227
resnet20,FGSM,0,-0.04247619956731796,1.8629443645477295,6.831356525421143,9.03856372833252,0.4869194030761719
resnet20,FGSM,1,-0.007899060845375061,1.996232032775879,4.716266632080078,6.241234302520752,0.4465460777282715
resnet20,FGSM,0,-0.14959464967250824,1.9932632446289062,6.099874973297119,5.704073905944824,0.4362983703613281
resnet20,FGSM,1,-0.009574808180332184,0.5746152997016907,4.844008922576904,8.623032569885254,0.4987649917602539
resnet20,FGSM,0,-0.18993671238422394,0.8997491598129272,2.9420883655548096,5.878476619720459,0.6199231147766113
resnet20,FGSM,1,-0.010957449674606323,1.7481859922409058,7.308576583862305,7.571663856506348,0.4391460418701172
resnet20,FGSM,0,-0.03763978183269501,1.771004557609558,6.902350902557373,5.849050998687744,0.4393138885498047
resnet20,FGSM,1,-0.007628031075000763,1.4211769104003906,5.831310749053955,6.456548690795898,0.31963682174682617
resnet20,FGSM,0,-0.18677039444446564,1.9871695041656494,5.2492876052856445,5.727976322174072,0.3829460144042969
resnet20,FGSM,1,-0.010440342128276825,0.4187699556350708,5.803035736083984,7.9203667640686035,0.4334239959716797
resnet20,FGSM,0,-0.23311035335063934,1.5499353408813477,2.4736173152923584,7.145181179046631,0.7567157745361328
resnet20,FGSM,1,-0.012935332953929901,1.1822751760482788,10.371853828430176,5.402222633361816,0.3028125762939453
resnet20,FGSM,0,-0.2400389015674591,0.04318035766482353,8.109619140625,5.8805718421936035,0.3425135612487793
resnet20,FGSM,1,-0.013359352946281433,1.7652685642242432,4.5910420417785645,7.019541263580322,0.3911137580871582
resnet20,FGSM,0,-0.15097320079803467,1.9253829717636108,6.733575344085693,7.219764709472656,0.46346092224121094
resnet20,FGSM,1,-0.008846879005432129,1.5756142139434814,8.930720329284668,4.773958206176758,0.3622446060180664
resnet20,FGSM,0,-0.4688228666782379,0.5318688154220581,4.566735744476318,3.94396710395813,0.3500375747680664
resnet20,FGSM,1,-0.011778697371482849,0.5311250686645508,3.832965135574341,6.9492692947387695,0.4429755210876465
resnet20,FGSM,0,-0.19770117104053497,0.17729374766349792,5.790383815765381,5.366331577301025,0.42652273178100586
resnet20,FGSM,1,-0.009267620742321014,1.9986402988433838,4.622625350952148,4.006587505340576,0.344820499420166
resnet20,FGSM,0,-0.11179719120264053,1.784660816192627,4.810619354248047,5.786863327026367,0.5347423553466797
resnet20,FGSM,1,-0.009461238980293274,1.6821521520614624,7.504792213439941,4.513650417327881,0.3162412643432617
resnet20,FGSM,0,-0.14194901287555695,1.880298376083374,4.032285690307617,5.991817951202393,0.4417991638183594
resnet20,FGSM,1,-0.015415079891681671,0.5552541017532349,9.68969440460205,9.135116577148438,0.49062252044677734
resnet20,FGSM,0,-0.23083002865314484,1.9588449001312256,5.893725872039795,6.430124282836914,0.4010586738586426
resnet20,FGSM,1,-0.009071066975593567,1.9605293273925781,4.657890796661377,5.6531782150268555,0.37549781799316406
resnet20,FGSM,0,-0.09620200097560883,1.8685405254364014,7.660508155822754,4.933609962463379,0.3255300521850586
resnet20,FGSM,1,-0.00924326479434967,1.4607999324798584,8.194999694824219,5.2992024421691895,0.28441572189331055
resnet20,FGSM,0,-0.1180332824587822,0.1597834676504135,6.273541450500488,5.467219352722168,0.4257822036743164
resnet20,FGSM,1,-0.009357526898384094,0.20075221359729767,6.501344203948975,5.466777801513672,0.4198770523071289
resnet20,FGSM,0,-0.1573571264743805,1.9212549924850464,8.167431831359863,6.645997524261475,0.46942567825317383
resnet20,FGSM,1,-0.01016274094581604,1.7299418449401855,5.838296413421631,4.356168270111084,0.36257028579711914
resnet20,FGSM,0,-0.1779610514640808,1.8804118633270264,6.643290042877197,5.806338787078857,0.5163354873657227
resnet20,FGSM,1,-0.010133519768714905,1.8536369800567627,6.2269368171691895,5.815347194671631,0.36139678955078125
resnet20,FGSM,0,-0.2031327784061432,1.982670545578003,6.527871131896973,4.932513236999512,0.2965259552001953
resnet20,FGSM,1,-0.008902348577976227,1.9963507652282715,7.331085205078125,9.309537887573242,0.4879775047302246
resnet20,FGSM,0,-0.2071244716644287,0.38271790742874146,4.846560955047607,5.891717910766602,0.42899274826049805
resnet20,FGSM,1,-0.009909428656101227,1.9403868913650513,6.152647495269775,7.226187705993652,0.4139714241027832
resnet20,FGSM,0,-0.21230539679527283,1.5523262023925781,4.085931301116943,5.5653862953186035,0.5369277000427246
resnet20,FGSM,1,-0.011944599449634552,0.7254896759986877,6.841904640197754,4.78904914855957,0.3282599449157715
resnet20,FGSM,0,-0.32051652669906616,0.3121824860572815,3.299241065979004,7.34021520614624,0.6937623023986816
resnet20,FGSM,1,-0.011397965252399445,1.9352978467941284,6.112499237060547,7.919900894165039,0.4127340316772461
resnet20,FGSM,0,-0.08826600760221481,1.0591689348220825,7.713603973388672,6.063002586364746,0.5480961799621582
resnet20,FGSM,1,-0.009111784398555756,0.7471021413803101,5.6954665184021,6.300511360168457,0.39571475982666016
resnet20,FGSM,0,-0.20174264907836914,1.972245454788208,6.790334224700928,5.372206687927246,0.3875260353088379
resnet20,FGSM,1,-0.020576156675815582,0.36345165967941284,10.036255836486816,5.876367092132568,0.34337902069091797
resnet20,FGSM,0,-0.14515239000320435,1.0628870725631714,4.900691032409668,5.853216171264648,0.3924250602722168
resnet20,FGSM,1,-0.010087043046951294,1.9412553310394287,5.788039684295654,5.8847174644470215,0.3719515800476074
resnet20,FGSM,0,-0.14580655097961426,1.6365540027618408,5.28099250793457,6.069545269012451,0.4060239791870117
resnet20,FGSM,1,-0.012994974851608276,1.1081793308258057,6.660032272338867,5.754998207092285,0.45878028869628906
resnet20,FGSM,0,-0.22455254197120667,1.947194218635559,4.542342185974121,4.120322227478027,0.35036325454711914
resnet20,FGSM,1,-0.01168251782655716,1.741828441619873,5.6747965812683105,6.8376240730285645,0.39527034759521484
resnet20,FGSM,0,-0.12321332842111588,1.3775413036346436,7.997204780578613,7.445394515991211,0.4778590202331543
resnet20,FGSM,1,-0.012105651199817657,1.837648630142212,6.015331745147705,5.072038173675537,0.29322052001953125
resnet20,FGSM,0,-0.19046787917613983,0.29045993089675903,10.45346736907959,5.5843305587768555,0.3203415870666504
resnet20,FGSM,1,-0.011392854154109955,1.623784065246582,13.083087921142578,5.087770938873291,0.30234384536743164
resnet20,FGSM,0,-0.2515445947647095,1.9753483533859253,5.16500997543335,5.526283264160156,0.49342870712280273
resnet20,FGSM,1,-0.008926600217819214,0.2587502896785736,4.806929588317871,8.49605941772461,0.4716072082519531
resnet20,FGSM,0,-0.15825262665748596,1.9166983366012573,2.3080880641937256,6.778825759887695,0.6899752616882324
resnet20,FGSM,1,-0.008414708077907562,1.99539315700531,3.469693660736084,6.6563496589660645,0.642237663269043
resnet20,FGSM,0,-0.21761152148246765,1.9997228384017944,6.193933963775635,4.985665321350098,0.44696807861328125
resnet20,FGSM,1,-0.012238748371601105,1.625332236289978,7.415458679199219,5.428935527801514,0.3178701400756836
resnet20,FGSM,0,-0.12534894049167633,1.6685770750045776,7.956820964813232,5.585309028625488,0.375063419342041
resnet20,FGSM,1,-0.011774033308029175,0.8538047075271606,8.970208168029785,4.979238033294678,0.31337690353393555
resnet20,FGSM,0,-0.1902230679988861,0.1854867935180664,5.923915863037109,6.338664531707764,0.3539724349975586
resnet20,FGSM,1,-0.009552963078022003,1.767904281616211,9.341896057128906,6.4798264503479,0.3677377700805664
resnet20,FGSM,0,-0.10984008014202118,1.9240119457244873,5.387075424194336,5.6607136726379395,0.3583226203918457
resnet20,FGSM,1,-0.01104685664176941,0.3281041383743286,5.67706298828125,6.256665229797363,0.47048521041870117
resnet20,FGSM,0,-0.21725410223007202,1.5930194854736328,9.2277250289917,5.009593486785889,0.2822732925415039
resnet20,FGSM,1,-0.010575294494628906,1.3511677980422974,6.274409770965576,7.225566387176514,0.36240148544311523
resnet20,FGSM,0,-0.1032135933637619,1.9902198314666748,4.827905654907227,5.901179790496826,0.5141677856445312
resnet20,FGSM,1,-0.009514942765235901,0.09060215950012207,4.684933185577393,8.302627563476562,0.6734766960144043
resnet20,FGSM,0,-0.17649176716804504,0.0043280161917209625,3.8867223262786865,5.324814319610596,0.4698371887207031
resnet20,FGSM,1,-0.011391773819923401,1.9998362064361572,5.620914459228516,10.658820152282715,0.470550537109375
resnet20,FGSM,0,-0.12282261252403259,0.6658146977424622,5.0398335456848145,6.481477737426758,0.47165489196777344
resnet20,FGSM,1,-0.010134853422641754,1.9591180086135864,5.736268043518066,5.678693771362305,0.3259773254394531
resnet20,FGSM,0,-0.22005057334899902,1.9695385694503784,5.888584136962891,5.813173294067383,0.3871927261352539
resnet20,FGSM,1,-0.010150901973247528,1.9956954717636108,9.732463836669922,8.527462005615234,0.5505867004394531
resnet20,FGSM,0,-0.178795725107193,1.4504445791244507,4.338624000549316,7.007935047149658,0.568791389465332
resnet20,FGSM,1,-0.009058810770511627,1.6922112703323364,4.638974666595459,5.467000961303711,0.3220691680908203
resnet20,FGSM,0,-0.16344153881072998,1.9337581396102905,7.2480926513671875,5.008756160736084,0.41431617736816406
resnet20,FGSM,1,-0.011325635015964508,1.8635075092315674,6.016382217407227,6.170045375823975,0.3676910400390625
resnet20,FGSM,0,-0.24880176782608032,0.0582447312772274,3.5579638481140137,5.466982841491699,0.6522679328918457
resnet20,FGSM,1,-0.012829266488552094,1.9036973714828491,7.638082504272461,5.4722900390625,0.29045534133911133
resnet20,FGSM,0,-0.11866512149572372,1.885591745376587,3.4506447315216064,5.112061023712158,0.38567256927490234
resnet20,FGSM,1,-0.013921335339546204,0.7379870414733887,4.088188648223877,6.275209903717041,0.570744514465332
resnet20,FGSM,0,-0.4014681279659271,1.8965351581573486,5.828883647918701,5.184431076049805,0.5771307945251465
resnet20,FGSM,1,-0.014357618987560272,1.8117413520812988,6.899298667907715,6.687106609344482,0.3615241050720215
resnet20,FGSM,0,-0.2417982518672943,1.6421815156936646,5.346757888793945,5.057427406311035,0.32393360137939453
resnet20,FGSM,1,-0.010850369930267334,0.6308220624923706,7.672057151794434,7.0541887283325195,0.35015201568603516
resnet20,FGSM,0,-0.21215839684009552,1.9989697933197021,5.3756256103515625,6.383643627166748,0.47133779525756836
resnet20,FGSM,1,-0.010235019028186798,1.5443702936172485,7.11311674118042,5.075314521789551,0.29681825637817383
resnet20,FGSM,0,-0.33473652601242065,1.861933946609497,9.45118236541748,5.979613780975342,0.40817975997924805
resnet20,FGSM,1,-0.01402236521244049,1.9885014295578003,5.834083080291748,6.647817134857178,0.34726381301879883
resnet20,FGSM,0,-0.20208117365837097,1.9611115455627441,6.989864349365234,7.274779796600342,0.5426058769226074
resnet20,FGSM,1,-0.009668305516242981,1.9158127307891846,7.486059665679932,5.295121192932129,0.29453325271606445
resnet20,FGSM,0,-0.2039147913455963,0.030211888253688812,2.9327006340026855,4.6548871994018555,0.5034074783325195
resnet20,FGSM,1,-0.009822435677051544,1.32731032371521,8.163101196289062,4.245070934295654,0.30585241317749023
resnet20,FGSM,0,-0.19468402862548828,0.2259790301322937,4.637182235717773,8.70763111114502,0.627922534942627
resnet20,FGSM,1,-0.011187948286533356,1.9537354707717896,5.696346282958984,6.188514709472656,0.3921990394592285
resnet20,FGSM,0,-0.10615387558937073,0.00014633918181061745,6.094372749328613,7.415628910064697,0.5188784599304199
resnet20,FGSM,1,-0.009470351040363312,1.9741919040679932,5.286858558654785,4.555356502532959,0.3414168357849121
resnet20,FGSM,0,-0.1661147177219391,1.7593445777893066,5.368374824523926,5.551166534423828,0.6247901916503906
resnet20,FGSM,1,-0.011053420603275299,1.3831671476364136,7.481391906738281,4.776467800140381,0.33852386474609375
resnet20,FGSM,0,-0.08477489650249481,1.5017714500427246,5.069222927093506,5.70045804977417,0.4740324020385742
resnet20,FGSM,1,-0.010971955955028534,1.4044584035873413,6.318523406982422,5.758496284484863,0.3409605026245117
resnet20,FGSM,0,-0.05443313717842102,1.7038856744766235,6.877697944641113,5.431380271911621,0.3475370407104492
resnet20,FGSM,1,-0.008321158587932587,1.7122517824172974,6.31362771987915,6.171464443206787,0.4622807502746582
resnet20,FGSM,0,-0.052918173372745514,1.7707420587539673,7.786819934844971,5.706761360168457,0.42282867431640625
resnet20,FGSM,1,-0.0068956464529037476,1.9784486293792725,7.813481330871582,8.774843215942383,0.4636082649230957
resnet20,FGSM,0,-0.28959810733795166,0.3212313652038574,4.071891784667969,7.794562339782715,0.4027552604675293
resnet20,FGSM,1,-0.014351174235343933,1.9964492321014404,5.338028907775879,7.11912202835083,0.4226865768432617
resnet20,FGSM,0,-0.10688530653715134,1.9993995428085327,3.954510450363159,4.790609359741211,0.48580026626586914
resnet20,FGSM,1,-0.010446697473526001,1.9961323738098145,5.3131866455078125,6.674737930297852,0.42052268981933594
resnet20,FGSM,0,-0.16373392939567566,1.6084380149841309,6.184491157531738,7.527588367462158,0.3838071823120117
resnet20,FGSM,1,-0.010132648050785065,1.8331031799316406,5.513596534729004,8.925588607788086,0.5418710708618164
resnet20,FGSM,0,-0.15637677907943726,0.5992453098297119,4.676973342895508,10.55792236328125,0.7141528129577637
resnet20,FGSM,1,-0.011490456759929657,1.295370101928711,4.86699104309082,4.422253131866455,0.3237185478210449
resnet20,FGSM,0,-0.1112070381641388,0.0007255232194438577,4.106642246246338,10.122288703918457,0.6894183158874512
resnet20,FGSM,1,-0.011591605842113495,1.9689470529556274,5.408063888549805,5.642172336578369,0.36700010299682617
resnet20,FGSM,0,-0.257585734128952,0.06592248380184174,3.589114189147949,5.878081321716309,0.48183727264404297
resnet20,FGSM,1,-0.009038686752319336,1.5388684272766113,4.405831336975098,4.500840663909912,0.3864469528198242
resnet20,FGSM,0,-0.2400970160961151,1.9611902236938477,5.063011169433594,4.936959743499756,0.4255847930908203
resnet20,FGSM,1,-0.01445675641298294,1.8677449226379395,9.349688529968262,5.742806911468506,0.33200883865356445
resnet20,FGSM,0,-0.12612444162368774,0.37813425064086914,4.747264385223389,4.8087849617004395,0.3422737121582031
resnet20,FGSM,1,-0.010395355522632599,1.9642422199249268,7.081696033477783,5.236786842346191,0.44043397903442383
resnet20,FGSM,0,-0.24271303415298462,1.9733679294586182,3.6979482173919678,6.105525493621826,0.7367334365844727
resnet20,FGSM,1,-0.008317850530147552,1.0240312814712524,7.911683559417725,5.942356586456299,0.3863945007324219
resnet20,FGSM,0,-0.19570821523666382,1.9965276718139648,8.607975959777832,5.491458892822266,0.4039649963378906
resnet20,FGSM,1,-0.010924652218818665,0.2720717787742615,5.089685916900635,7.15828275680542,0.3695049285888672
resnet20,FGSM,0,-0.22442331910133362,0.9877829551696777,5.927580833435059,8.416465759277344,0.6665964126586914
resnet20,FGSM,1,-0.011626414954662323,1.9752284288406372,6.654268741607666,5.562979221343994,0.32071352005004883
resnet20,FGSM,0,-0.1427883803844452,1.9983456134796143,7.303689002990723,6.143495559692383,0.5108671188354492
resnet20,FGSM,1,-0.01083383709192276,1.8431726694107056,7.43006706237793,5.2118940353393555,0.3633842468261719
resnet20,FGSM,0,-0.22633492946624756,0.4471297562122345,6.915718078613281,5.70900821685791,0.4845876693725586
resnet20,FGSM,1,-0.013332419097423553,1.9657496213912964,4.771415710449219,6.115250110626221,0.35240840911865234
resnet20,FGSM,0,-0.15402473509311676,1.9462707042694092,6.341882228851318,7.075596332550049,0.4286327362060547
resnet20,FGSM,1,-0.011413723230361938,0.20074604451656342,6.230021953582764,6.266103744506836,0.3131895065307617
resnet20,FGSM,0,-0.1700344681739807,1.7805818319320679,4.122678279876709,5.734466075897217,0.4242992401123047
resnet20,FGSM,1,-0.011092402040958405,0.8767803907394409,3.9790031909942627,3.9300217628479004,0.358978271484375
resnet20,FGSM,0,-0.2323421835899353,0.06999479979276657,6.498996257781982,5.007323265075684,0.45378637313842773
resnet20,FGSM,1,-0.010555773973464966,1.384553074836731,8.942688941955566,4.969227313995361,0.32666730880737305
resnet20,FGSM,0,-0.20068751275539398,0.043993763625621796,6.384171962738037,6.257978439331055,0.6095199584960938
resnet20,FGSM,1,-0.011939011514186859,1.5641969442367554,5.39473295211792,8.748408317565918,0.4961667060852051
resnet20,FGSM,0,-0.1458008587360382,1.237617015838623,7.9910759925842285,6.763881206512451,0.45276880264282227
resnet20,FGSM,1,-0.010533981025218964,1.945953130722046,5.23289155960083,4.302011013031006,0.31800413131713867
resnet20,FGSM,0,-0.2209106832742691,1.992562174797058,6.59220027923584,6.7734575271606445,0.4687361717224121
resnet20,FGSM,1,-0.019450627267360687,1.3105436563491821,6.338164329528809,5.46840763092041,0.34131717681884766
resnet20,FGSM,0,-0.1279672235250473,1.5927364826202393,4.466069221496582,4.4586615562438965,0.3296198844909668
resnet20,FGSM,1,-0.00906912237405777,1.886885404586792,6.0672197341918945,5.2341532707214355,0.27973079681396484
resnet20,FGSM,0,-0.3874349594116211,0.5878549218177795,4.177731037139893,4.92222785949707,0.5492548942565918
resnet20,FGSM,1,-0.013484686613082886,1.602364182472229,8.215692520141602,7.096508026123047,0.3133225440979004
resnet20,FGSM,0,-0.0997144877910614,1.9994393587112427,5.29966402053833,5.076673984527588,0.4342222213745117
resnet20,FGSM,1,-0.008561931550502777,1.2151033878326416,5.334296703338623,5.596490859985352,0.4560394287109375
resnet20,FGSM,0,-0.22709746658802032,1.523866057395935,6.637632369995117,4.643896102905273,0.4567255973815918
resnet20,FGSM,1,-0.009516455233097076,1.5641217231750488,6.820971488952637,5.77011251449585,0.301088809967041
resnet20,FGSM,0,-0.15302413702011108,1.8611173629760742,8.598017692565918,3.395447254180908,0.28203535079956055
resnet20,FGSM,1,-0.009353868663311005,1.4036411046981812,13.790762901306152,4.633159637451172,0.2922687530517578
resnet20,FGSM,0,-0.19181248545646667,1.7048287391662598,3.484685182571411,6.031649112701416,0.6816530227661133
resnet20,FGSM,1,-0.011251792311668396,1.9015755653381348,6.966743469238281,4.94228458404541,0.3391733169555664
resnet20,FGSM,0,-0.12393171340227127,0.1190105453133583,5.943258762359619,4.425725936889648,0.3440713882446289
resnet20,FGSM,1,-0.010035678744316101,1.9879858493804932,4.789312839508057,5.808826446533203,0.3994307518005371
resnet20,FGSM,0,-0.11353897303342819,1.995418667793274,4.43183708190918,5.215269565582275,0.4799361228942871
resnet20,FGSM,1,-0.00979333370923996,1.1316933631896973,7.186705112457275,4.5269694328308105,0.29598140716552734
resnet20,FGSM,0,-0.17443740367889404,1.772113561630249,5.948311805725098,7.076560020446777,0.5816450119018555
resnet20,FGSM,1,-0.009531751275062561,1.9481871128082275,4.367280006408691,6.266275405883789,0.3757133483886719
resnet20,FGSM,0,-0.2350931465625763,1.9939090013504028,4.884255886077881,6.511565208435059,0.5380735397338867
resnet20,FGSM,1,-0.011167429387569427,1.9568555355072021,6.198344707489014,4.950669765472412,0.3745894432067871
resnet20,FGSM,0,-0.15889859199523926,0.03464271128177643,5.703011989593506,5.671764373779297,0.6064305305480957
resnet20,FGSM,1,-0.011731170117855072,1.8782951831817627,6.65556526184082,4.961677551269531,0.3273744583129883
resnet20,FGSM,0,-0.18600064516067505,1.992852807044983,6.484529495239258,3.9293227195739746,0.3627138137817383
resnet20,FGSM,1,-0.013850778341293335,1.563800573348999,7.024515628814697,4.808558464050293,0.3190755844116211
resnet20,FGSM,0,-0.2357662320137024,1.9912569522857666,3.458193778991699,6.140053749084473,0.5592856407165527
resnet20,FGSM,1,-0.009774312376976013,0.6395574808120728,5.714088439941406,8.008332252502441,0.44166088104248047
resnet20,FGSM,0,-0.16887739300727844,1.8584551811218262,4.086286544799805,7.322961807250977,0.749596118927002
resnet20,FGSM,1,-0.010666362941265106,1.7912074327468872,7.963252067565918,5.972484111785889,0.32518672943115234
resnet20,FGSM,0,-0.0941852554678917,0.04179782420396805,12.341392517089844,6.79978084564209,0.5040178298950195
resnet20,FGSM,1,-0.011542551219463348,1.9395719766616821,5.975188732147217,6.186715602874756,0.3852357864379883
resnet20,FGSM,0,-0.18491041660308838,1.6753590106964111,4.822105407714844,4.26651668548584,0.3351130485534668
resnet20,FGSM,1,-0.01114054024219513,0.7312679886817932,10.30618953704834,5.060229301452637,0.30671024322509766
resnet20,FGSM,0,-0.159377783536911,1.994814395904541,5.082273960113525,4.914596080780029,0.4444146156311035
resnet20,FGSM,1,-0.00894666463136673,0.1336585134267807,5.397375106811523,5.377635955810547,0.41188764572143555
resnet20,FGSM,0,-0.15408805012702942,1.6428061723709106,4.926666259765625,6.132137775421143,0.4718818664550781
resnet20,FGSM,1,-0.012817129492759705,0.10071233659982681,4.536359786987305,9.058219909667969,0.6302127838134766
resnet20,FGSM,0,-0.21639785170555115,1.991992473602295,4.286592483520508,5.6928629875183105,0.5538649559020996
resnet20,FGSM,1,-0.01421627402305603,1.8978567123413086,8.380372047424316,6.222068786621094,0.36304664611816406
resnet20,FGSM,0,-0.07490147650241852,1.987503170967102,4.197735786437988,4.85354471206665,0.31740236282348633
resnet20,FGSM,1,-0.007179386913776398,1.6371996402740479,5.778645992279053,6.771284103393555,0.3496885299682617
resnet20,FGSM,0,-0.18943095207214355,1.8217666149139404,6.097740173339844,6.404229640960693,0.5483412742614746
resnet20,FGSM,1,-0.010761067271232605,1.7701876163482666,5.575484752655029,4.058462619781494,0.2879972457885742
resnet20,FGSM,0,-0.17167335748672485,1.9497084617614746,5.749686241149902,4.659912109375,0.3353137969970703
resnet20,FGSM,1,-0.009369030594825745,1.9599032402038574,4.025276184082031,5.5005106925964355,0.3371920585632324
resnet20,FGSM,0,-0.20917731523513794,1.9958770275115967,4.861072540283203,5.038506507873535,0.5544252395629883
resnet20,FGSM,1,-0.010304361581802368,0.847482442855835,4.608583450317383,4.919431209564209,0.35248708724975586
resnet20,FGSM,0,-0.16782420873641968,1.1043998003005981,6.98141622543335,6.300687313079834,0.37668514251708984
resnet20,FGSM,1,-0.009764701128005981,1.999779224395752,6.11313009262085,6.26495885848999,0.5261483192443848
resnet20,FGSM,0,-0.21337322890758514,1.7800921201705933,6.914421558380127,5.7233123779296875,0.41132593154907227
resnet20,FGSM,1,-0.012019515037536621,1.6339528560638428,7.175411701202393,5.82794189453125,0.2999420166015625
resnet20,FGSM,0,-0.22176474332809448,1.9894802570343018,4.579163074493408,6.322298049926758,0.4477872848510742
