probe,t,classifier,sid,label,cpop
ADM_ImageNet,1,resnet50,39,0,-0.14964935183525085
ADM_ImageNet,1,resnet50,39,1,-0.04432915151119232
ADM_ImageNet,1,resnet50,40,0,-0.18887527287006378
ADM_ImageNet,1,resnet50,40,1,-0.043843433260917664
ADM_ImageNet,1,resnet50,41,0,-0.1544831395149231
ADM_ImageNet,1,resnet50,41,1,-0.0414557084441185
ADM_ImageNet,1,resnet50,42,0,-0.07314103096723557
ADM_ImageNet,1,resnet50,42,1,-0.034722037613391876
ADM_ImageNet,1,resnet50,43,0,-0.08069750666618347
ADM_ImageNet,1,resnet50,43,1,-0.03556288778781891
ADM_ImageNet,1,resnet50,44,0,-0.08078322559595108
ADM_ImageNet,1,resnet50,44,1,-0.04736137390136719
ADM_ImageNet,1,resnet50,45,0,-0.08474696427583694
ADM_ImageNet,1,resnet50,45,1,-0.038909368216991425
ADM_ImageNet,1,resnet50,46,0,-0.03584536164999008
ADM_ImageNet,1,resnet50,46,1,-0.021957844495773315
ADM_ImageNet,1,resnet50,47,0,-0.10275488346815109
ADM_ImageNet,1,resnet50,47,1,-0.03736989200115204
ADM_ImageNet,1,resnet50,48,0,-0.19494616985321045
ADM_ImageNet,1,resnet50,48,1,-0.042782291769981384
ADM_ImageNet,1,resnet50,49,0,-0.08059998601675034
ADM_ImageNet,1,resnet50,49,1,-0.035550542175769806
ADM_ImageNet,1,resnet50,50,0,-0.16331996023654938
ADM_ImageNet,1,resnet50,50,1,-0.04268595576286316
ADM_ImageNet,1,resnet50,51,0,-0.2209547907114029
ADM_ImageNet,1,resnet50,51,1,-0.04492005705833435
ADM_ImageNet,1,resnet50,52,0,-0.13914497196674347
ADM_ImageNet,1,resnet50,52,1,-0.043016307055950165
ADM_ImageNet,1,resnet50,53,0,-0.12744969129562378
ADM_ImageNet,1,resnet50,53,1,-0.04088468849658966
ADM_ImageNet,1,resnet50,54,0,-0.25917983055114746
ADM_ImageNet,1,resnet50,54,1,-0.04461681842803955
ADM_ImageNet,1,resnet50,55,0,-0.11013524234294891
ADM_ImageNet,1,resnet50,55,1,-0.045206986367702484
ADM_ImageNet,1,resnet50,56,0,-0.17745332419872284
ADM_ImageNet,1,resnet50,56,1,-0.04683642089366913
ADM_ImageNet,1,resnet50,57,0,-0.08577552437782288
ADM_ImageNet,1,resnet50,57,1,-0.03806071728467941
ADM_ImageNet,1,resnet50,58,0,-0.029230713844299316
ADM_ImageNet,1,resnet50,58,1,-0.0198323056101799
ADM_ImageNet,1,resnet50,59,0,-0.2101535201072693
ADM_ImageNet,1,resnet50,59,1,-0.05847003310918808
ADM_ImageNet,1,resnet50,60,0,-0.2761317789554596
ADM_ImageNet,1,resnet50,60,1,-0.05055079609155655
ADM_ImageNet,1,resnet50,61,0,-0.1776038408279419
ADM_ImageNet,1,resnet50,61,1,-0.045892633497714996
ADM_ImageNet,1,resnet50,62,0,-0.1569325029850006
ADM_ImageNet,1,resnet50,62,1,-0.04522985965013504
ADM_ImageNet,1,resnet50,63,0,-0.07529126107692719
ADM_ImageNet,1,resnet50,63,1,-0.03516170382499695
ADM_ImageNet,1,resnet50,64,0,-0.12664243578910828
ADM_ImageNet,1,resnet50,64,1,-0.04150799661874771
ADM_ImageNet,1,resnet50,65,0,-0.011666961014270782
ADM_ImageNet,1,resnet50,65,1,-0.008642114698886871
ADM_ImageNet,1,resnet50,66,0,-0.07443082332611084
ADM_ImageNet,1,resnet50,66,1,-0.03364568203687668
ADM_ImageNet,1,resnet50,67,0,-0.035708896815776825
ADM_ImageNet,1,resnet50,67,1,-0.0224243625998497
ADM_ImageNet,1,resnet50,68,0,-0.0407731756567955
ADM_ImageNet,1,resnet50,68,1,-0.024445228278636932
ADM_ImageNet,1,resnet50,69,0,-0.07474089413881302
ADM_ImageNet,1,resnet50,69,1,-0.03463266044855118
ADM_ImageNet,1,resnet50,70,0,-0.06090197712182999
ADM_ImageNet,1,resnet50,70,1,-0.030293159186840057
ADM_ImageNet,1,resnet50,71,0,-0.13362044095993042
ADM_ImageNet,1,resnet50,71,1,-0.046034909784793854
ADM_ImageNet,1,resnet50,72,0,-0.12588399648666382
ADM_ImageNet,1,resnet50,72,1,-0.0427764430642128
ADM_ImageNet,1,resnet50,73,0,-0.0729338750243187
ADM_ImageNet,1,resnet50,73,1,-0.03262657672166824
ADM_ImageNet,1,resnet50,74,0,-0.07384391874074936
ADM_ImageNet,1,resnet50,74,1,-0.033556364476680756
ADM_ImageNet,1,resnet50,75,0,-0.11389985680580139
ADM_ImageNet,1,resnet50,75,1,-0.03895959258079529
ADM_ImageNet,1,resnet50,76,0,-0.03468352556228638
ADM_ImageNet,1,resnet50,76,1,-0.020583130419254303
ADM_ImageNet,1,resnet50,77,0,-0.15989482402801514
ADM_ImageNet,1,resnet50,77,1,-0.04387322813272476
ADM_ImageNet,1,resnet50,78,0,-0.11015339195728302
ADM_ImageNet,1,resnet50,78,1,-0.040628835558891296
ADM_ImageNet,1,resnet50,79,0,-0.16298112273216248
ADM_ImageNet,1,resnet50,79,1,-0.044159404933452606
ADM_ImageNet,1,resnet50,80,0,-0.06505105644464493
ADM_ImageNet,1,resnet50,80,1,-0.031092114746570587
ADM_ImageNet,1,resnet50,81,0,-0.05065157264471054
ADM_ImageNet,1,resnet50,81,1,-0.02659054845571518
ADM_ImageNet,1,resnet50,82,0,-0.13054674863815308
ADM_ImageNet,1,resnet50,82,1,-0.04002058506011963
ADM_ImageNet,1,resnet50,83,0,-0.04244435578584671
ADM_ImageNet,1,resnet50,83,1,-0.026304394006729126
ADM_ImageNet,1,resnet50,84,0,-0.37649625539779663
ADM_ImageNet,1,resnet50,84,1,-0.10188636928796768
ADM_ImageNet,1,resnet50,85,0,-0.12274535000324249
ADM_ImageNet,1,resnet50,85,1,-0.05441170930862427
ADM_ImageNet,1,resnet50,86,0,-0.4079231023788452
ADM_ImageNet,1,resnet50,86,1,-0.04798959940671921
ADM_ImageNet,1,resnet50,87,0,-0.020914703607559204
ADM_ImageNet,1,resnet50,87,1,-0.014855921268463135
ADM_ImageNet,1,resnet50,88,0,-0.36467427015304565
ADM_ImageNet,1,resnet50,88,1,-0.062059834599494934
ADM_ImageNet,1,resnet50,89,0,-0.1058063879609108
ADM_ImageNet,1,resnet50,89,1,-0.03978247195482254
ADM_ImageNet,1,resnet50,90,0,-0.18357259035110474
ADM_ImageNet,1,resnet50,90,1,-0.06473544239997864
ADM_ImageNet,1,resnet50,91,0,-0.1737135648727417
ADM_ImageNet,1,resnet50,91,1,-0.044915102422237396
ADM_ImageNet,1,resnet50,92,0,-0.2465648353099823
ADM_ImageNet,1,resnet50,92,1,-0.04599956423044205
ADM_ImageNet,1,resnet50,93,0,-0.1176999881863594
ADM_ImageNet,1,resnet50,93,1,-0.0391310453414917
ADM_ImageNet,1,resnet50,94,0,-0.254475474357605
ADM_ImageNet,1,resnet50,94,1,-0.04656951129436493
ADM_ImageNet,1,resnet50,95,0,-0.15453986823558807
ADM_ImageNet,1,resnet50,95,1,-0.04980280250310898
ADM_ImageNet,1,resnet50,96,0,-0.08022023737430573
ADM_ImageNet,1,resnet50,96,1,-0.03698745369911194
ADM_ImageNet,1,resnet50,97,0,-0.18185070157051086
ADM_ImageNet,1,resnet50,97,1,-0.04631204903125763
ADM_ImageNet,1,resnet50,98,0,-0.22934091091156006
ADM_ImageNet,1,resnet50,98,1,-0.05326853692531586
ADM_ImageNet,1,resnet50,99,0,-0.02642657607793808
ADM_ImageNet,1,resnet50,99,1,-0.017979227006435394
ADM_ImageNet,1,resnet50,100,0,-0.4571426510810852
ADM_ImageNet,1,resnet50,100,1,-0.047658711671829224
ADM_ImageNet,1,resnet50,101,0,-0.07625335454940796
ADM_ImageNet,1,resnet50,101,1,-0.040573298931121826
ADM_ImageNet,1,resnet50,102,0,-0.1133483350276947
ADM_ImageNet,1,resnet50,102,1,-0.03798893094062805
ADM_ImageNet,1,resnet50,103,0,-0.30275958776474
ADM_ImageNet,1,resnet50,103,1,-0.07699225842952728
ADM_ImageNet,1,resnet50,104,0,-0.049279533326625824
ADM_ImageNet,1,resnet50,104,1,-0.026966221630573273
ADM_ImageNet,1,resnet50,105,0,-0.22811129689216614
ADM_ImageNet,1,resnet50,105,1,-0.04766995459794998
ADM_ImageNet,1,resnet50,106,0,-0.6970372200012207
ADM_ImageNet,1,resnet50,106,1,-0.048308707773685455
ADM_ImageNet,1,resnet50,107,0,-0.09593723714351654
ADM_ImageNet,1,resnet50,107,1,-0.040950708091259
ADM_ImageNet,1,resnet50,108,0,-0.05640362203121185
ADM_ImageNet,1,resnet50,108,1,-0.0297304168343544
ADM_ImageNet,1,resnet50,109,0,-0.057509444653987885
ADM_ImageNet,1,resnet50,109,1,-0.03040555864572525
ADM_ImageNet,1,resnet50,110,0,-0.11459571123123169
ADM_ImageNet,1,resnet50,110,1,-0.0420098677277565
ADM_ImageNet,1,resnet50,111,0,-0.21065270900726318
ADM_ImageNet,1,resnet50,111,1,-0.045558393001556396
ADM_ImageNet,1,resnet50,112,0,-0.3393816351890564
ADM_ImageNet,1,resnet50,112,1,-0.049662649631500244
ADM_ImageNet,1,resnet50,113,0,-0.26122796535491943
ADM_ImageNet,1,resnet50,113,1,-0.044582121074199677
ADM_ImageNet,1,resnet50,114,0,-0.18080741167068481
ADM_ImageNet,1,resnet50,114,1,-0.0436113104224205
ADM_ImageNet,1,resnet50,115,0,-0.14104053378105164
ADM_ImageNet,1,resnet50,115,1,-0.0435289591550827
ADM_ImageNet,1,resnet50,116,0,-0.12350191175937653
ADM_ImageNet,1,resnet50,116,1,-0.042871780693531036
ADM_ImageNet,1,resnet50,117,0,-0.6132971048355103
ADM_ImageNet,1,resnet50,117,1,-0.07382062822580338
ADM_ImageNet,1,resnet50,118,0,-0.11197280883789062
ADM_ImageNet,1,resnet50,118,1,-0.03904605656862259
ADM_ImageNet,1,resnet50,119,0,-0.060963958501815796
ADM_ImageNet,1,resnet50,119,1,-0.030265383422374725
ADM_ImageNet,1,resnet50,120,0,-0.20840685069561005
ADM_ImageNet,1,resnet50,120,1,-0.05637817084789276
ADM_ImageNet,1,resnet50,121,0,-0.1744636446237564
ADM_ImageNet,1,resnet50,121,1,-0.043014995753765106
ADM_ImageNet,1,resnet50,122,0,-0.22238776087760925
ADM_ImageNet,1,resnet50,122,1,-0.044355593621730804
ADM_ImageNet,1,resnet50,123,0,-0.17351175844669342
ADM_ImageNet,1,resnet50,123,1,-0.042711518704891205
ADM_ImageNet,1,resnet50,124,0,-0.09151216596364975
ADM_ImageNet,1,resnet50,124,1,-0.0365028977394104
ADM_ImageNet,1,resnet50,125,0,-0.548324704170227
ADM_ImageNet,1,resnet50,125,1,-0.051476433873176575
ADM_ImageNet,1,resnet50,126,0,-0.04335331916809082
ADM_ImageNet,1,resnet50,126,1,-0.02619808167219162
ADM_ImageNet,1,resnet50,127,0,-0.29628270864486694
ADM_ImageNet,1,resnet50,127,1,-0.04939395189285278
ADM_ImageNet,1,resnet50,128,0,-0.07387789338827133
ADM_ImageNet,1,resnet50,128,1,-0.034720756113529205
ADM_ImageNet,1,resnet50,129,0,-0.28849607706069946
ADM_ImageNet,1,resnet50,129,1,-0.04697593301534653
ADM_ImageNet,1,resnet50,130,0,-0.07327038794755936
ADM_ImageNet,1,resnet50,130,1,-0.03228389471769333
ADM_ImageNet,1,resnet50,131,0,-0.08058075606822968
ADM_ImageNet,1,resnet50,131,1,-0.036413706839084625
ADM_ImageNet,1,resnet50,132,0,-0.20069682598114014
ADM_ImageNet,1,resnet50,132,1,-0.04670096933841705
ADM_ImageNet,1,resnet50,133,0,-0.13089892268180847
ADM_ImageNet,1,resnet50,133,1,-0.043528951704502106
ADM_ImageNet,1,resnet50,134,0,-0.055600136518478394
ADM_ImageNet,1,resnet50,134,1,-0.028549909591674805
ADM_ImageNet,1,resnet50,135,0,-0.0856197401881218
ADM_ImageNet,1,resnet50,135,1,-0.03660409152507782
ADM_ImageNet,1,resnet50,136,0,-0.1659235656261444
ADM_ImageNet,1,resnet50,136,1,-0.043176569044589996
ADM_ImageNet,1,resnet50,137,0,-0.08276437222957611
ADM_ImageNet,1,resnet50,137,1,-0.03540698438882828
ADM_ImageNet,1,resnet50,138,0,-0.17964661121368408
ADM_ImageNet,1,resnet50,138,1,-0.05723012238740921
ADM_ImageNet,1,resnet50,139,0,-0.04238321632146835
ADM_ImageNet,1,resnet50,139,1,-0.025430157780647278
ADM_ImageNet,1,resnet50,140,0,-0.5770416259765625
ADM_ImageNet,1,resnet50,140,1,-0.047230467200279236
ADM_ImageNet,1,resnet50,141,0,-0.13069826364517212
ADM_ImageNet,1,resnet50,141,1,-0.041067324578762054
ADM_ImageNet,1,resnet50,142,0,-0.310265451669693
ADM_ImageNet,1,resnet50,142,1,-0.045812711119651794
ADM_ImageNet,1,resnet50,143,0,-0.2306339144706726
ADM_ImageNet,1,resnet50,143,1,-0.045877113938331604
ADM_ImageNet,1,resnet50,144,0,-0.22467829287052155
ADM_ImageNet,1,resnet50,144,1,-0.04635993391275406
ADM_ImageNet,1,resnet50,145,0,-0.12541092932224274
ADM_ImageNet,1,resnet50,145,1,-0.04189158231019974
ADM_ImageNet,1,resnet50,146,0,-0.10898859798908234
ADM_ImageNet,1,resnet50,146,1,-0.0389576181769371
ADM_ImageNet,1,resnet50,147,0,-0.15174561738967896
ADM_ImageNet,1,resnet50,147,1,-0.04246586561203003
ADM_ImageNet,1,resnet50,148,0,-0.2631932199001312
ADM_ImageNet,1,resnet50,148,1,-0.04807242751121521
ADM_ImageNet,1,resnet50,149,0,-0.10189967602491379
ADM_ImageNet,1,resnet50,149,1,-0.03872770071029663
ADM_ImageNet,1,vit_b_16,150,0,-0.18678370118141174
ADM_ImageNet,1,vit_b_16,150,1,-0.05247782915830612
ADM_ImageNet,1,vit_b_16,151,0,-0.05665675550699234
ADM_ImageNet,1,vit_b_16,151,1,-0.033267728984355927
ADM_ImageNet,1,vit_b_16,152,0,-0.08877532929182053
ADM_ImageNet,1,vit_b_16,152,1,-0.042687125504016876
ADM_ImageNet,1,vit_b_16,153,0,-0.1392093151807785
ADM_ImageNet,1,vit_b_16,153,1,-0.04839804768562317
ADM_ImageNet,1,vit_b_16,154,0,-0.07023992389440536
ADM_ImageNet,1,vit_b_16,154,1,-0.0359685942530632
ADM_ImageNet,1,vit_b_16,155,0,-0.2842385470867157
ADM_ImageNet,1,vit_b_16,155,1,-0.05643165856599808
ADM_ImageNet,1,vit_b_16,156,0,-0.059723109006881714
ADM_ImageNet,1,vit_b_16,156,1,-0.033363230526447296
ADM_ImageNet,1,vit_b_16,157,0,-0.12698981165885925
ADM_ImageNet,1,vit_b_16,157,1,-0.044697195291519165
ADM_ImageNet,1,vit_b_16,158,0,-0.0791303813457489
ADM_ImageNet,1,vit_b_16,158,1,-0.0429869145154953
ADM_ImageNet,1,vit_b_16,159,0,-0.029350005090236664
ADM_ImageNet,1,vit_b_16,159,1,-0.020072028040885925
ADM_ImageNet,1,vit_b_16,160,0,-0.011637493968009949
ADM_ImageNet,1,vit_b_16,160,1,-0.010484687983989716
ADM_ImageNet,1,vit_b_16,161,0,-0.12385080754756927
ADM_ImageNet,1,vit_b_16,161,1,-0.052157558500766754
ADM_ImageNet,1,vit_b_16,162,0,-0.1859462559223175
ADM_ImageNet,1,vit_b_16,162,1,-0.05570289492607117
ADM_ImageNet,1,vit_b_16,163,0,-0.15366047620773315
ADM_ImageNet,1,vit_b_16,163,1,-0.057427726686000824
ADM_ImageNet,1,vit_b_16,164,0,-0.24656087160110474
ADM_ImageNet,1,vit_b_16,164,1,-0.054628245532512665
ADM_ImageNet,1,vit_b_16,165,0,-0.08452743291854858
ADM_ImageNet,1,vit_b_16,165,1,-0.04242350161075592
ADM_ImageNet,1,vit_b_16,166,0,-0.027355894446372986
ADM_ImageNet,1,vit_b_16,166,1,-0.02070503681898117
ADM_ImageNet,1,vit_b_16,167,0,-0.11434172838926315
ADM_ImageNet,1,vit_b_16,167,1,-0.04528722167015076
ADM_ImageNet,1,vit_b_16,168,0,-0.21373870968818665
ADM_ImageNet,1,vit_b_16,168,1,-0.054011426866054535
ADM_ImageNet,1,vit_b_16,169,0,-0.12634369730949402
ADM_ImageNet,1,vit_b_16,169,1,-0.047380536794662476
ADM_ImageNet,1,vit_b_16,170,0,-0.05259539186954498
ADM_ImageNet,1,vit_b_16,170,1,-0.03238500654697418
ADM_ImageNet,1,vit_b_16,171,0,-0.15923959016799927
ADM_ImageNet,1,vit_b_16,171,1,-0.0585789829492569
ADM_ImageNet,1,vit_b_16,172,0,-0.24626287817955017
ADM_ImageNet,1,vit_b_16,172,1,-0.056030020117759705
ADM_ImageNet,1,vit_b_16,173,0,-0.05463564395904541
ADM_ImageNet,1,vit_b_16,173,1,-0.0323701947927475
ADM_ImageNet,1,vit_b_16,174,0,-0.03360838443040848
ADM_ImageNet,1,vit_b_16,174,1,-0.023481734097003937
ADM_ImageNet,1,vit_b_16,175,0,-0.0983509048819542
ADM_ImageNet,1,vit_b_16,175,1,-0.0428716316819191
ADM_ImageNet,1,vit_b_16,176,0,-0.0994577407836914
ADM_ImageNet,1,vit_b_16,176,1,-0.04660941660404205
ADM_ImageNet,1,vit_b_16,177,0,-0.04346930980682373
ADM_ImageNet,1,vit_b_16,177,1,-0.02688843011856079
ADM_ImageNet,1,vit_b_16,178,0,-0.07721682637929916
ADM_ImageNet,1,vit_b_16,178,1,-0.04005187004804611
ADM_ImageNet,1,vit_b_16,179,0,-0.13377785682678223
ADM_ImageNet,1,vit_b_16,179,1,-0.044833891093730927
ADM_ImageNet,1,vit_b_16,180,0,-0.09256865829229355
ADM_ImageNet,1,vit_b_16,180,1,-0.046294428408145905
ADM_ImageNet,1,vit_b_16,181,0,-0.16159111261367798
ADM_ImageNet,1,vit_b_16,181,1,-0.06325899064540863
ADM_ImageNet,1,vit_b_16,182,0,-0.2199384719133377
ADM_ImageNet,1,vit_b_16,182,1,-0.051109664142131805
ADM_ImageNet,1,vit_b_16,183,0,-0.650876522064209
ADM_ImageNet,1,vit_b_16,183,1,-0.05706440657377243
ADM_ImageNet,1,vit_b_16,184,0,-0.29231372475624084
ADM_ImageNet,1,vit_b_16,184,1,-0.06544322520494461
ADM_ImageNet,1,vit_b_16,185,0,-0.04581763595342636
ADM_ImageNet,1,vit_b_16,185,1,-0.028629392385482788
ADM_ImageNet,1,vit_b_16,186,0,-0.1072051152586937
ADM_ImageNet,1,vit_b_16,186,1,-0.04455035179853439
ADM_ImageNet,1,vit_b_16,187,0,-0.09239449352025986
ADM_ImageNet,1,vit_b_16,187,1,-0.04063611477613449
ADM_ImageNet,1,vit_b_16,188,0,-0.3188367486000061
ADM_ImageNet,1,vit_b_16,188,1,-0.05382722616195679
ADM_ImageNet,1,vit_b_16,189,0,-0.15001720190048218
ADM_ImageNet,1,vit_b_16,189,1,-0.05471188575029373
ADM_ImageNet,1,vit_b_16,190,0,-0.1886657178401947
ADM_ImageNet,1,vit_b_16,190,1,-0.050069794058799744
ADM_ImageNet,1,vit_b_16,191,0,-0.15421757102012634
ADM_ImageNet,1,vit_b_16,191,1,-0.05039107799530029
ADM_ImageNet,1,vit_b_16,192,0,-0.0728265792131424
ADM_ImageNet,1,vit_b_16,192,1,-0.03897283971309662
ADM_ImageNet,1,vit_b_16,193,0,-0.0805230587720871
ADM_ImageNet,1,vit_b_16,193,1,-0.04035944491624832
ADM_ImageNet,1,vit_b_16,194,0,-0.08075835555791855
ADM_ImageNet,1,vit_b_16,194,1,-0.05240780860185623
ADM_ImageNet,1,vit_b_16,195,0,-0.08467511832714081
ADM_ImageNet,1,vit_b_16,195,1,-0.042912356555461884
ADM_ImageNet,1,vit_b_16,196,0,-0.03591214865446091
ADM_ImageNet,1,vit_b_16,196,1,-0.025215938687324524
ADM_ImageNet,1,vit_b_16,197,0,-0.10257387161254883
ADM_ImageNet,1,vit_b_16,197,1,-0.0430101677775383
ADM_ImageNet,1,vit_b_16,198,0,-0.19530585408210754
ADM_ImageNet,1,vit_b_16,198,1,-0.05214174836874008
ADM_ImageNet,1,vit_b_16,199,0,-0.08044155687093735
ADM_ImageNet,1,vit_b_16,199,1,-0.03625465929508209
ADM_ImageNet,1,vit_b_16,200,0,-0.16315943002700806
ADM_ImageNet,1,vit_b_16,200,1,-0.051439881324768066
ADM_ImageNet,1,vit_b_16,201,0,-0.22083640098571777
ADM_ImageNet,1,vit_b_16,201,1,-0.05498329550027847
ADM_ImageNet,1,vit_b_16,202,0,-0.13914071023464203
ADM_ImageNet,1,vit_b_16,202,1,-0.04847145080566406
ADM_ImageNet,1,vit_b_16,203,0,-0.1279817521572113
ADM_ImageNet,1,vit_b_16,203,1,-0.04725799709558487
ADM_ImageNet,1,vit_b_16,204,0,-0.2591742277145386
ADM_ImageNet,1,vit_b_16,204,1,-0.053786300122737885
ADM_ImageNet,1,vit_b_16,205,0,-0.11015444993972778
ADM_ImageNet,1,vit_b_16,205,1,-0.05428829789161682
ADM_ImageNet,1,vit_b_16,206,0,-0.1777007132768631
ADM_ImageNet,1,vit_b_16,206,1,-0.04976227134466171
ADM_ImageNet,1,vit_b_16,207,0,-0.08558319509029388
ADM_ImageNet,1,vit_b_16,207,1,-0.04410222917795181
ADM_ImageNet,1,vit_b_16,208,0,-0.029299236834049225
ADM_ImageNet,1,vit_b_16,208,1,-0.021250784397125244
ADM_ImageNet,1,vit_b_16,209,0,-0.2099566012620926
ADM_ImageNet,1,vit_b_16,209,1,-0.06693961471319199
ADM_ImageNet,1,vit_b_16,210,0,-0.27608001232147217
ADM_ImageNet,1,vit_b_16,210,1,-0.057586587965488434
ADM_ImageNet,1,vit_b_16,211,0,-0.17753489315509796
ADM_ImageNet,1,vit_b_16,211,1,-0.05163513869047165
ADM_ImageNet,1,vit_b_16,212,0,-0.1567351520061493
ADM_ImageNet,1,vit_b_16,212,1,-0.050532564520835876
ADM_ImageNet,1,vit_b_16,213,0,-0.0752442330121994
ADM_ImageNet,1,vit_b_16,213,1,-0.03883262723684311
ADM_ImageNet,1,vit_b_16,214,0,-0.1265941858291626
ADM_ImageNet,1,vit_b_16,214,1,-0.04616857320070267
ADM_ImageNet,1,vit_b_16,215,0,-0.011685878038406372
ADM_ImageNet,1,vit_b_16,215,1,-0.00912698358297348
ADM_ImageNet,1,vit_b_16,216,0,-0.07434961944818497
ADM_ImageNet,1,vit_b_16,216,1,-0.037251777946949005
ADM_ImageNet,1,vit_b_16,217,0,-0.035730279982089996
ADM_ImageNet,1,vit_b_16,217,1,-0.02388138324022293
ADM_ImageNet,1,vit_b_16,218,0,-0.040875717997550964
ADM_ImageNet,1,vit_b_16,218,1,-0.02555754780769348
ADM_ImageNet,1,vit_b_16,219,0,-0.07469608634710312
ADM_ImageNet,1,vit_b_16,219,1,-0.04063349962234497
ADM_ImageNet,1,vit_b_16,220,0,-0.060783661901950836
